business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Spark - SEO SERVICE | VIDEO EDITING SERVICE | PPC SERVICE,PPC Advertising Agencies,Marketing agency,Marketing agency,743438,West Bengal Circle,Kolkata Region,Barasat Division,"Kolsur SO, Atghara BO, Jangalpur BO",N/A,N/A,5,,"SANHATI, NETAJI, SUBHASH ROAD, Habra, West Bengal 743263",743438,22.845871499999998,88.7085362,ChIJJ0huknyx-DkRG4YZe5497Sk,https://www.google.com/maps/place/?q=place_id:ChIJJ0huknyx-DkRG4YZe5497Sk,part_335,2026-09-20 20:50:22
