business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Paramine Realtors Pvt Ltd. || Real Estate,Premium Luxury Real Estate,Real Estate Builders & Construction Company,"Real Estate Builders & Construction Company, Building firm, Commercial real estate agency, Contractor, Home builder, Real estate consultant, Real estate developer",743424,West Bengal Circle,Kolkata Region,Barasat Division,"Debalaya SO, Chakla BO, Chandpur BO",+91 83358 40404,N/A,5,13,"211, Ground Floor, Shantipally, Block BF-42, Kasba. Near Acropolis Mall, Kolkata, West Bengal 700039","New Ballygunge, Kasba",22.522559299999998,88.3801328,ChIJKTXO7d93AjoRM2lp7aaP3SA,https://www.google.com/maps/place/?q=place_id:ChIJKTXO7d93AjoRM2lp7aaP3SA,part_335,2026-09-20 20:44:55
