business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
CENITPRO | Healthcare Marketing Agency,Telemarketing Firms,Internet marketing service,"Internet marketing service, Marketing agency, Marketing consultant",743445,West Bengal Circle,Kolkata Region,Barasat Division,"Gopalpur SO North 24 Parganas, Amta BO, Bhabanipur BO",+91 98303 66100,https://cenitpro.in/,4.1,118,"5/23 Netaji Nagar, Regent Park, Kolkata, West Bengal 700040",Regent Park,22.4795417,88.3568791,ChIJbwb-Uh1xAjoR97pyToeNJZQ,https://www.google.com/maps/place/?q=place_id:ChIJbwb-Uh1xAjoR97pyToeNJZQ,part_335,2026-09-20 20:52:18
