business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Sohom Enterprises || Generator Set | D.G Set Dealer In Durgapur,Generator Sales and Rental,Electric generator shop,Electric generator shop,743445,West Bengal Circle,Kolkata Region,Barasat Division,"Gopalpur SO North 24 Parganas, Amta BO, Bhabanipur BO",+91 90075 42289,N/A,5,,"Branch Office-9, Ritwick Ghatak, Nandalal Bithi, Non-Company Housing Estate, City Center, Durgapur, West Bengal 713216","Non-Company Housing Estate, City Center",23.5396353,87.3015958,ChIJG-ggA0xx9zkRMhh9xVK1o38,https://www.google.com/maps/place/?q=place_id:ChIJG-ggA0xx9zkRMhh9xVK1o38,part_335,2026-09-20 20:52:15
