business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Domino's Pizza | Sarat Biswas Road, Basirhat",Restaurant Chains,Pizza restaurant,Pizza restaurant,743422,West Bengal Circle,Kolkata Region,Barasat Division,"Bhabla SO, Biramnagar BO, Gotra BO",+91 1800 208 1234,https://www.dominos.co.in/store-locations/basirhat/para-po-ps-basirhat-dist-24pgs-n-743411,3.7,147,"ps, Sarat biswas road kachari para po, dist, Basirhat, West Bengal 743411",Lake Terrace,22.6613969,88.8714277,ChIJcUxqpH1W_zkRVuqnRqFjpCw,https://www.google.com/maps/place/?q=place_id:ChIJcUxqpH1W_zkRVuqnRqFjpCw,part_335,2026-09-20 20:42:18
