business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
DKPL Appliances | RO Water Purifier Service Kolkata | Kent Service Kolkata,RO Water Purifier Sales and Service,Water Filter Supplier,Water Filter Supplier,743399,West Bengal Circle,Kolkata Region,South Presidency Division,"Dholahat SO, Bahirchak BO, Bhagabatipur BO",+91 98361 06363,N/A,3.1,35,"54, Milan Park, Kanungo Park, Garia, Kolkata, West Bengal 700084","Milan Park, Kanungo Park, Garia",22.4674844,88.3805084,ChIJkeEhZqBxAjoRFV9P3lv8SBk,https://www.google.com/maps/place/?q=place_id:ChIJkeEhZqBxAjoRFV9P3lv8SBk,part_335,2026-09-20 20:39:04
