business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
INFOYASHONAND TECHNOLOGY PVT LTD,POS and Billing Software Vendor,Software company,"Software company, Computer consultant, Computer networking service, Computer service, Computer software store, Graphic designer, Marketing agency, Software Training Institute, Web hosting company, Website designer",744210,West Bengal Circle,Calcutta HQ Region,A - N Islands Division,"Oralkatcha S.O, Kanchangarh B.O, Sankarnalla B.O",+91 80555 14368,https://www.infoyashonand.com/,4.8,666,"S.no4360/K, Pearl Enclave, S.No4360/K;FLAT NO F-3;Pearl Enclave FLAT NO F-3, Walchand College Corner, MSEB Rd, opp. Safa Bakery, Sangli, Vishrambag, Maharashtra 416416","Sangli, Vishrambag",16.846470699999998,74.5986602,ChIJVWgiXlojwTsRsnJkTVHjew8,https://www.google.com/maps/place/?q=place_id:ChIJVWgiXlojwTsRsnJkTVHjew8,part_336,2026-09-20 20:41:53
