business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Legalution | Legal Consultation | Hire Lawyer Online | Legal Advice Online,Financial and Legal Services,Legal services,"Legal services, Lawyer",743504,West Bengal Circle,Kolkata Region,South Presidency Division,"Falta SO, Anatarampur BO, Belsinga BO",+91 91236 29090,https://www.legalution.in/,4.7,41,"3/2Q, Sreenath Mukherjee Ln, Noongola Basti, Paikpara, Kolkata, West Bengal 700030","Noongola Basti, Paikpara",22.6171348,88.38679959999999,ChIJG1TLxkqd-DkRNBtkSqcNu9o,https://www.google.com/maps/place/?q=place_id:ChIJG1TLxkqd-DkRNBtkSqcNu9o,part_336,2026-09-20 20:21:18
