business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Dr. P.G.Dutta | Child Specialist,General Physician",PG,Doctor,Doctor,742164,West Bengal Circle,Kolkata Region,Murshidabad Division,Roshanbagh SO,N/A,https://www.eka.care/doctor/dr-pgdutta-child-specialist-hatinagar?utm_source=gmb&utm_medium=website&utm_campaign=032023,,,"near passport office, Berhampore, West Bengal 742102",742164,24.122791499999998,88.314212,ChIJq_ZCFN59-TkRaKWz_Kw4Hts,https://www.google.com/maps/place/?q=place_id:ChIJq_ZCFN59-TkRaKWz_Kw4Hts,part_333,2026-09-20 20:22:49
