business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Manascode | Software and Digital Marketing Service Provider,POS and Billing Software Vendor,Software company,"Software company, Service establishment, Web hosting company, Website designer",741139,West Bengal Circle,Kolkata Region,Nadia North Division,Dhubulia SO,N/A,https://manascode.com/,5,1,"Manascode | Software and Digital Marketing Service Provider, 741139, India",741139,21.0680074,82.7525294,ChIJXzHYHEax-DkR2mQL8FZt_vE,https://www.google.com/maps/place/?q=place_id:ChIJXzHYHEax-DkR2mQL8FZt_vE,part_331,2026-09-20 20:28:59
