business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
99Graphics Design - Website Design Company | Web Development Company in Kolkata | Digital Marketing Company in Kolkata,SEO Consultants,Internet marketing service,"Internet marketing service, Branding agency, Business development service, Design agency, E-commerce service, Graphic designer, Website designer, Marketing agency, Marketing consultant, Software company",741125,West Bengal Circle,Kolkata Region,Nadia North Division,"Belpukur SO, Anandanagar BO, Bahadurpur BO",+91 96744 83249,https://99graphicsdesign.com/,4.9,,"42/1, Dum Dum Rd, Daga Colony, Bahiragath Colony, Jawpur, Dum Dum, Kolkata, West Bengal 700074","Daga Colony, Bahiragath Colony, Jawpur, Dum Dum",22.6208684,88.3990121,ChIJKRL_3ayd-DkRJmJukkgeU60,https://www.google.com/maps/place/?q=place_id:ChIJKRL_3ayd-DkRJmJukkgeU60,part_331,2026-09-20 20:25:59
