business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"BSC ACADEMY, BERHAMPORE || Competitive Training Istititute in Nadia| Murshidabad |",Competitive Exam Coaching (UPSC/Banking),Educational institution,Educational institution,741127,West Bengal Circle,Kolkata Region,Nadia South Division,"Birnagar SO, Byaspur BO",+91 96149 16411,http://www.bscacademy.com/,4.7,,"24 No Babulbona Road, Madhupur, N H 34, Dist, near Madhupur Bajar, On Majumder Hardware ), P.O, Berhampore, West Bengal 742101","Raninagar, Bishnupur",24.098790899999997,88.2640648,ChIJd7VfUdN9-TkRPeMkY3J9mQI,https://www.google.com/maps/place/?q=place_id:ChIJd7VfUdN9-TkRPeMkY3J9mQI,part_331,2026-09-20 20:27:02
