business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Avaneesh Enterprise Kutchina || Best Kutchina Modular Kitchen | Kutchina Showroom In Krishnanagar,Modular Kitchen Manufacturer,Kitchen furniture store,Kitchen furniture store,741151,West Bengal Circle,Kolkata Region,Nadia South Division,"Dhakshinpara SO, Chapri BO, Chitrasali BO",N/A,N/A,5,5,"9FPQ+QGW, Krishnanagar, Paschimbhatjangla, West Bengal 741102",741151,23.3869999,88.4888194,ChIJt88iBoAh-TkRGV3Fvn_NCEc,https://www.google.com/maps/place/?q=place_id:ChIJt88iBoAh-TkRGV3Fvn_NCEc,part_331,2026-09-20 20:30:40
