business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Basudev Pharmacy || child specialist doctor in Bagdogra Siliguri,Pediatrician and Child Clinic,Pediatrician,"Pediatrician, Blood testing service, Child psychiatrist, Child psychologist, Children Policlinic, Doctor, Home health care service, Medical clinic, Pediatric clinic",737139,West Bengal Circle,North Bengal Region,Sikkim Division,"Ravangla SO, Barfung BO, Ben BO",+91 81018 30991,http://www.drbrahadevsingh.com/,5,,"Upper, Uttar Bagdogra, Bagdogra, West Bengal 734014","Upper, Uttar Bagdogra",26.6985799,88.3137979,ChIJ9cBcWRNJ5DkRN8vdSAFfPAI,https://www.google.com/maps/place/?q=place_id:ChIJ9cBcWRNJ5DkRN8vdSAFfPAI,part_331,2026-09-20 20:20:28
