business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
RINAT ENTERPRISES - Water Purifier | Aquaguard Service | RO Service | Kent Ro Sales & Service,RO Water Purifier Sales and Service,Water purification company,Water purification company,752012,Odisha Circle,Bhubaneswar HQ Region,Puri Division,"Chandanpur S.O, Alasana B.O, Bijayaramachandrapur B.O",+91 77910 22311,N/A,5,276,"Shop no 4, Highcourt colony, Ratanada, Jodhpur, Rajasthan 342011","Highcourt colony, Ratanada",26.272808899999998,73.0253096,ChIJ6S_4RaiNQTkRVclV-irc6QI,https://www.google.com/maps/place/?q=place_id:ChIJ6S_4RaiNQTkRVclV-irc6QI,part_337,2026-09-20 20:38:15
