business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Priya Veg Resturant,North Indian Restaurant,South Indian restaurant,South Indian restaurant,751029,Odisha Circle,Bhubaneswar HQ Region,Bhubaneswar Division,Mahalaxmivihar S.O,+91 83388 44222,N/A,3.9,955,"Duplex No;17, Gymkhana Palm residency, Plot No:829 (P) & 830/1495 (P, Sum Hospital Rd, near Aahar Kendra, Khandagiri, Bhubaneswar, Odisha 751003",Khandagiri,20.2853912,85.7686544,ChIJ1ZiAg-IJGToRb3ADL_ghRLA,https://www.google.com/maps/place/?q=place_id:ChIJ1ZiAg-IJGToRb3ADL_ghRLA,part_337,2026-09-20 20:29:34
