business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Soorya Florist | | Room decoration | Shadi decoration | Varmala Provider,Flower Decorator,Florist,Florist,751015,Odisha Circle,Bhubaneswar HQ Region,Bhubaneswar Division,I R C Village S.O,+91 70605 00819,https://a1digitaldevelopment.com/demo/sooryaflorist/,4.9,157,"H.no. - 8, Sahkari Bazar, Rajpur Rd, near Chukkuwala, Ashtley Hall, Dobhalwala, Ghanta Ghar, Dehradun, Uttarakhand 248001","Ashtley Hall, Dobhalwala, Ghanta Ghar",30.328932599999998,78.0464113,ChIJwTPom4YpCTkRv71fovkbWWE,https://www.google.com/maps/place/?q=place_id:ChIJwTPom4YpCTkRv71fovkbWWE,part_337,2026-09-20 20:20:00
