business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"ENT CLINIC - Dr. R. K. Gupta, MBBS, MS, - Best ENT Specialist in Gomti Nagar | ENT clinic in Gomti Nagar ||",ENT Clinic,ENT Specialist,ENT Specialist,751032,Odisha Circle,N/A,Bhubaneswar Division,PAHAL S.O,+91 63943 84873,N/A,4.9,122,"C5, KISAN BAZAR, near Dayal Gateway, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010","Vibhuti Khand, Gomti Nagar",26.860250399999998,81.0097297,ChIJb71okKXjmzkRwHEFPBYh9QI,https://www.google.com/maps/place/?q=place_id:ChIJb71okKXjmzkRwHEFPBYh9QI,part_337,2026-09-20 20:31:53
