business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Trinath Traders || FRP MATERIALS ||,Textile Wholesaler and Fabric Merchant,Fiberglass supplier,"Fiberglass supplier, Hardware store",754120,Odisha Circle,Bhubaneswar HQ Region,Cuttack South Division,Atharbanki Rly Colony S.O,+91 63709 12824,https://www.indiamart.com/trinath-sardar/,5,1,"shop No-60, Munispalti market atharabanki, Paradeep, Odisha 754120",754120,20.290042,86.65008569999999,ChIJEeHUCutLGjoRhmgf_4FClvY,https://www.google.com/maps/place/?q=place_id:ChIJEeHUCutLGjoRhmgf_4FClvY,part_340,2026-09-20 20:31:19
