business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
✅ SHREEYANSH LEGAL -CRIMINAL| DIVORCE|CONSUMER| LOA SUCCESSION|🔴 NOTARY PUBLIC /COURT MARRIAGE |PROBATE |BAIL LAWYERS MUMBAI,Financial and Legal Services,Legal services,"Legal services, Civil law attorney, Criminal justice attorney, Divorce lawyer, Divorce service, General practice attorney, Lawyer, Marriage license bureau, Notary public, Real estate attorney",754130,Odisha circle,Bhubaneswar HQ Region,Cuttack City Division,"ALANDO B.O, ARILO B.O, BODHAPUR B.O",+91 99209 63737,N/A,4.9,,"Om Namo shivay Society, 217/25, Veer jijamata Marg, Mankhurd West, Annabhau Sathe Nagar, Govandi East, Mumbai, Maharashtra 400043","Mankhurd West, Annabhau Sathe Nagar, Govandi East",19.0544715,72.92873039999999,ChIJkQuTM3fG5zsRT2XCGelGY2Q,https://www.google.com/maps/place/?q=place_id:ChIJkQuTM3fG5zsRT2XCGelGY2Q,part_340,2026-09-20 20:32:29
