business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Maa Narayani Chitralaya || ମା ନାରାୟଣୀ ଚିତ୍ରାଳୟ,Corporate Event Planner,Event management company,Event management company,754003,Odisha Circle,Bhubaneswar HQ Region,Cuttack City Division,"Govindpur S.O (Cuttack), Bramhanda B.O, G.Nahalpur B.O",+91 70089 59277,https://www.facebook.com/search/top/?q=Maa%20Narayani%20Chitralaya,2,,"82M2+6RW, Nuagaon Gram, Simalada, Odisha 754003",754003,20.3328953,86.0028707,ChIJy0ojIAB1GToR1xZ2eXwUJuA,https://www.google.com/maps/place/?q=place_id:ChIJy0ojIAB1GToR1xZ2eXwUJuA,part_339,2026-09-20 20:33:14
