business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Reeti Riwaaz Wedding - Trousseau Packing | Dry Fruits Boxes | Festive hampers for Corporate gifting & Wedding in Mohali,Trousseau Home Decor,Gift shop,"Gift shop, Corporate gift supplier, Dry Fruit Store, Gift basket store, Invitation printing service, Packaging company, Packaging supply store, Wedding planner, Wedding service, Wedding store",754004,Odisha Circle,Bhubaneswar HQ Region,Cuttack City Division,"Niali S.O, B B Garh B.O, Bagalsahi B.O",+91 99148 66724,https://www.reetiriwaazwedding.com/,5,25,"Shop No. 1, Amazon Market, Sunny Enclave Rd S, Sector 125, Mohali, Sunny Enclave, Kharar, Punjab 140301","Sector 125, Mohali, Sunny Enclave",30.753100999999997,76.6695518,ChIJjavBgmbvDzkRrMZB7tTYzK8,https://www.google.com/maps/place/?q=place_id:ChIJjavBgmbvDzkRrMZB7tTYzK8,part_339,2026-09-20 20:33:47
