business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ASSBSS E-Security and Placement Services Pvt. Ltd. || Security & Manpower Agency bhubaneswar,Security Guard Agency,Security guard service,"Security guard service, Service establishment",753008,Odisha Circle,Bhubaneswar HQ Region,Cuttack City Division,"Tulasipur S.O, Khatbin Sahi B.O, Kanika Rajbati S.O",+91 80939 89484,https://assbsssecurity.com/,5,30,"ASSBSS E-Security and Placement Services Pvt. Ltd. || Security & Manpower Agency bhubaneswar, 753008, India",753008,25.307342799999997,81.5543215,ChIJg8oi1XcS7YsRgZGi2FZlTcM,https://www.google.com/maps/place/?q=place_id:ChIJg8oi1XcS7YsRgZGi2FZlTcM,part_339,2026-09-20 20:26:26
