business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Modern Tiles Marble & Granite | Largest Tiles Store Kalapathar | Kajaria Tiles | Johnson Tiles | Exxaro Tiles | Soch Tiles,Granite Dealer,Marble supplier,Marble supplier,754009,Odisha circle,Bhubaneswar HQ Region,Cuttack South Division,"Annuary B.O, Baideswar B.O, Balabhadrapur B.O",N/A,N/A,5,,"Baideswar Road, Dhalapathar-Sunakhala Road, near HP Petrol Pump, Kalapathar, Odisha 754009",Bamborahi,20.288786899999998,85.38179319999999,ChIJ0TPgBhD3GDoRfeIzBIcXN0E,https://www.google.com/maps/place/?q=place_id:ChIJ0TPgBhD3GDoRfeIzBIcXN0E,part_339,2026-09-20 20:36:41
