business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
|DJ| in Bhubaneswar's - Dj Height,Sound and Light Rental,DJ service,"DJ service, Audiovisual equipment rental service, Audio visual equipment supplier, DJ supply store, Event management company, Stage lighting equipment supplier, Tent House Supplier, Video Conferencing Service Provider, Wedding planner, Wedding service",754030,Odisha Circle,Bhubaneswar HQ Region,Cuttack South Division,"Tigiria S.O, Achalkote B.O, Badanauput B.O",+91 95837 49791,N/A,4.7,33,"kancha sahi, holding no. - 275, Giani Zail Singh Rd, Gouri Nagar, Old Town, Bhubaneswar, Odisha 751002","Gouri Nagar, Old Town",20.2378361,85.83583019999999,ChIJ6WP-9yanGToRm7a-Z87SU_w,https://www.google.com/maps/place/?q=place_id:ChIJ6WP-9yanGToRm7a-Z87SU_w,part_339,2026-09-20 20:46:24
